date,open,high,low,close,volume,Name
2013-04-03,15.82,15.92,15.13,15.53,14658300,AAL
2013-04-04,15.12,15.71,15.12,15.69,5520300,AAL
2013-04-05,15.17,15.79,15.03,15.72,5252300,AAL
2013-04-08,15.82,15.97,15.53,15.84,3780700,AAL
2013-04-09,16.07,16.1,15.67,15.7,4420200,AAL
2013-04-10,15.74,15.98,15.7,15.78,3650600,AAL
2013-04-11,15.77,16.38,15.75,16.19,5062200,AAL
2013-04-12,16.11,16.39,15.95,16.14,3751800,AAL
2013-04-15,16.2,16.39,15.47,15.59,6243400,AAL
2013-04-16,15.96,16.74,15.81,16.37,10458200,AAL
2013-04-17,16.17,16.55,15.9,16.52,6581900,AAL
2013-04-18,16.54,16.54,15.95,16.1,7633300,AAL
2013-04-19,16.1,16.24,15.85,16.02,5762600,AAL
2013-04-22,15.99,16.0,15.5,15.52,9227100,AAL
2013-04-23,15.33,16.49,15.33,16.3,12302300,AAL
2013-04-24,16.26,16.5,16.0,16.45,6114400,AAL
2013-04-25,16.55,16.73,16.19,16.22,5548800,AAL
2013-04-26,16.38,16.73,16.16,16.59,7272100,AAL
2013-04-29,16.7,16.97,16.56,16.81,5436400,AAL
2013-04-30,16.8,17.05,16.57,16.9,3640700,AAL
2013-05-01,16.91,17.17,16.6,16.6,4943600,AAL
2013-05-02,16.72,16.98,16.6,16.94,4888900,AAL
2013-05-03,17.02,17.19,16.89,17.02,6451900,AAL
2013-05-06,17.05,17.11,16.91,17.0,3930700,AAL
2013-05-07,17.15,17.15,16.95,16.98,3157000,AAL
2013-05-08,17.01,17.55,16.99,17.34,6706200,AAL
2013-05-09,17.53,17.86,17.34,17.38,6424000,AAL
2013-05-10,17.61,17.81,17.41,17.76,4248200,AAL
2013-05-13,17.74,17.95,17.57,17.72,4250900,AAL
2013-05-14,17.82,18.3,17.8,18.1,5989700,AAL
2013-05-15,18.37,18.99,18.31,18.81,8951500,AAL
2013-05-16,18.96,19.52,18.88,19.12,6679300,AAL
2013-05-17,19.38,19.7,18.75,19.01,7540000,AAL
2013-05-20,19.05,19.39,18.39,18.59,6055000,AAL
2013-05-21,18.55,18.7,17.65,17.95,10018700,AAL
2013-05-22,18.06,18.43,17.71,17.93,8662000,AAL
2013-05-23,17.48,18.45,17.44,18.19,7482400,AAL
2013-05-24,18.11,18.42,17.89,18.21,4277800,AAL
2013-05-28,18.44,18.72,18.05,18.12,4561900,AAL
2013-05-29,18.06,18.15,17.65,17.83,4216200,AAL
2013-05-30,17.92,18.22,17.66,17.67,4126600,AAL
2013-05-31,17.66,17.9,17.55,17.57,3831500,AAL
2013-06-03,17.54,17.9,17.4,17.73,5776800,AAL
2013-06-04,17.78,18.2,17.56,17.65,4543800,AAL
2013-06-05,17.15,17.62,16.85,16.95,11852000,AAL
2013-06-06,16.92,17.08,15.93,16.64,12738600,AAL
2013-06-07,16.89,17.1,16.65,17.02,4030900,AAL
2013-06-10,17.09,17.35,17.05,17.26,4246400,AAL
2013-06-11,16.94,17.26,16.75,16.92,3788700,AAL
2013-06-12,16.97,17.2,16.65,16.88,3602200,AAL
2013-06-13,16.85,17.07,16.64,17.01,5384700,AAL
2013-06-14,16.96,17.25,16.81,16.93,2572500,AAL
2013-06-17,17.02,17.16,16.74,16.95,2845000,AAL
2013-06-18,16.94,17.32,16.82,17.22,4298600,AAL
2013-06-19,17.16,17.27,17.0,17.06,2382500,AAL
2013-06-20,16.73,17.18,16.53,16.73,5234200,AAL
2013-06-21,16.8,16.94,16.05,16.34,6423700,AAL
2013-06-24,16.06,16.14,15.59,16.13,6691000,AAL
2013-06-25,16.22,16.5,16.16,16.46,3399500,AAL
2013-06-26,16.5,16.64,16.17,16.17,3604500,AAL
2013-06-27,16.29,16.34,16.0,16.31,3566000,AAL
2013-06-28,16.24,16.55,16.16,16.42,7063900,AAL
2013-07-01,16.5,17.04,16.48,16.8,4666900,AAL
2013-07-02,16.78,16.79,16.36,16.43,4009300,AAL
2013-07-03,16.06,16.8,16.04,16.75,2625800,AAL
2013-07-05,16.93,17.0,16.68,16.84,2397200,AAL
2013-07-08,16.94,17.09,16.85,16.94,2671200,AAL
2013-07-09,17.01,17.38,16.97,17.36,4076600,AAL
2013-07-10,17.32,17.48,17.01,17.17,4289700,AAL
2013-07-11,17.4,17.5,17.27,17.37,3153800,AAL
2013-07-12,17.36,17.85,17.35,17.56,3947100,AAL
2013-07-15,17.66,17.83,17.56,17.76,3267000,AAL
2013-07-16,17.86,18.0,17.75,17.95,3839100,AAL
2013-07-17,17.96,18.47,17.95,18.45,6291800,AAL
2013-07-18,18.7,18.93,18.31,18.42,8434200,AAL
2013-07-19,18.26,18.37,18.0,18.23,4122700,AAL
2013-07-22,18.25,18.3,18.0,18.15,4705200,AAL
2013-07-23,18.33,18.34,17.85,18.05,4893700,AAL
2013-07-24,18.43,18.71,18.22,18.5,10792800,AAL
2013-07-25,18.49,18.85,18.3,18.83,9851900,AAL
2013-07-26,18.74,19.11,18.68,19.09,7797700,AAL
2013-07-29,19.07,19.26,18.93,19.23,6462700,AAL
2013-07-30,19.33,19.45,19.11,19.2,6091900,AAL
2013-07-31,19.25,19.49,19.19,19.35,9571100,AAL
2013-08-01,19.44,19.59,19.24,19.38,7989100,AAL
2013-08-02,19.38,19.39,18.9,18.92,7382700,AAL
2013-08-05,18.9,19.25,18.9,19.17,4365800,AAL
2013-08-06,19.17,19.2,18.83,18.92,3350300,AAL
2013-08-07,18.84,18.98,18.52,18.87,4318500,AAL
2013-08-08,18.99,19.13,18.9,18.98,4269900,AAL
2013-08-09,18.91,19.08,18.56,18.6,4720600,AAL
2013-08-12,18.49,18.88,18.07,18.82,4674800,AAL
2013-08-13,18.86,18.95,16.29,16.36,78591200,AAL
2013-08-14,16.05,16.34,15.35,16.17,28026200,AAL
2013-08-15,15.97,16.16,15.65,15.72,10372800,AAL
2013-08-16,15.7,16.42,15.7,16.01,8824700,AAL
2013-08-19,15.97,15.99,15.62,15.64,6141500,AAL
2013-08-20,15.64,16.21,15.6,15.8,6373900,AAL
2013-08-21,15.8,15.99,15.75,15.81,4234300,AAL
2013-08-22,15.91,16.37,15.9,16.27,4770200,AAL
2013-08-23,16.3,16.4,16.1,16.16,2190400,AAL
2013-08-26,16.16,16.41,16.03,16.21,2808200,AAL
2013-08-27,15.87,16.0,15.33,15.47,6422300,AAL
2013-08-28,15.38,15.53,15.28,15.34,3613100,AAL
2013-08-29,16.03,16.39,15.72,15.96,7645000,AAL
2013-08-30,16.1,16.73,16.07,16.16,7569500,AAL
2013-09-03,16.38,16.64,16.11,16.39,4178200,AAL
2013-09-04,16.49,16.85,16.44,16.81,4839200,AAL
2013-09-05,16.95,17.13,16.88,16.99,3528500,AAL
2013-09-06,17.18,17.2,16.62,16.8,4512900,AAL
2013-09-09,16.86,17.47,16.84,17.47,5276200,AAL
2013-09-10,17.69,18.18,17.64,18.12,5827000,AAL
2013-09-11,18.03,18.04,17.31,17.72,6391100,AAL
2013-09-12,17.69,17.95,17.55,17.63,3475500,AAL
2013-09-13,17.71,18.03,17.71,17.87,2590600,AAL
2013-09-16,18.16,18.41,17.97,18.07,5691300,AAL
2013-09-17,18.57,18.82,18.5,18.72,5634500,AAL
2013-09-18,18.68,18.8,18.47,18.68,4482400,AAL
2013-09-19,18.67,19.13,18.61,18.97,5189900,AAL
2013-09-20,18.94,19.21,18.83,18.89,4989100,AAL
2013-09-23,18.89,19.0,18.54,18.86,3354400,AAL
2013-09-24,18.79,19.28,18.68,18.99,5610900,AAL
2013-09-25,19.13,19.39,18.8,19.18,3519500,AAL
2013-09-26,19.17,19.48,19.1,19.47,3301300,AAL
2013-09-27,19.09,19.35,18.77,19.08,4223100,AAL
2013-09-30,18.34,19.22,18.04,18.96,4364300,AAL
2013-10-01,18.98,19.85,18.98,19.69,7630300,AAL
2013-10-02,20.0,20.1,19.74,19.84,5555100,AAL
2013-10-03,20.0,20.5,19.67,20.48,7886500,AAL
2013-10-04,20.31,20.75,20.31,20.53,6492900,AAL
2013-10-07,20.41,20.77,20.3,20.39,3837200,AAL
2013-10-08,20.32,20.43,19.92,20.02,4188900,AAL
2013-10-09,20.08,20.27,19.77,20.06,3358000,AAL
2013-10-10,20.35,20.65,20.27,20.5,3372000,AAL
2013-10-11,20.5,20.73,20.42,20.72,3503300,AAL
2013-10-14,20.52,20.67,20.26,20.58,3066400,AAL
2013-10-15,20.64,20.83,20.32,20.5,3089000,AAL
2013-10-16,20.57,20.73,20.45,20.62,3478800,AAL
2013-10-17,20.72,21.06,20.64,21.0,4487000,AAL
2013-10-18,21.23,21.35,20.82,21.14,3676600,AAL
2013-10-21,21.23,21.34,21.07,21.22,2104100,AAL
2013-10-22,21.53,21.99,21.34,21.95,5208400,AAL
2013-10-23,21.82,22.09,21.31,21.4,5540000,AAL
2013-10-24,22.08,23.16,21.82,22.67,9779400,AAL
2013-10-25,22.76,23.08,21.65,22.15,9907100,AAL
2013-10-28,22.24,22.63,21.88,22.01,4642800,AAL
2013-10-29,22.76,22.79,22.07,22.37,5769000,AAL
2013-10-30,22.38,22.99,21.82,22.58,13157000,AAL
2013-10-31,22.6,22.86,21.97,21.97,6029300,AAL
2013-11-01,22.04,22.47,21.6,22.44,7190700,AAL
2013-11-04,22.6,23.9,22.57,22.71,19962000,AAL
2013-11-05,22.75,22.88,22.33,22.68,7127300,AAL
2013-11-06,23.26,23.26,21.9,22.4,8827100,AAL
2013-11-07,22.53,22.79,21.95,22.08,6393200,AAL
2013-11-08,22.16,23.23,22.12,23.21,8462000,AAL
2013-11-11,23.25,23.45,23.06,23.27,3508100,AAL
2013-11-12,23.26,25.49,22.5,23.52,40091800,AAL
2013-11-13,24.22,24.3,23.13,23.31,20087200,AAL
2013-11-14,23.79,23.8,23.38,23.66,12641900,AAL
2013-11-15,23.73,24.05,23.32,23.89,13660700,AAL
2013-11-18,24.22,24.81,24.04,24.4,10080800,AAL
2013-11-19,24.55,24.8,24.08,24.23,14087400,AAL
2013-11-20,24.29,24.42,23.91,24.06,11182500,AAL
2013-11-21,24.07,24.24,23.78,23.99,9920500,AAL
2013-11-22,24.2,24.56,23.9,24.27,12430500,AAL
2013-11-25,24.45,24.53,24.0,24.24,9436600,AAL
2013-11-26,24.17,24.24,23.7,23.81,10785200,AAL
2013-11-27,23.92,24.18,23.63,23.98,14261600,AAL
2013-11-29,24.12,24.18,23.45,23.48,4922900,AAL
2013-12-02,23.55,23.62,23.01,23.04,9149800,AAL
2013-12-03,22.99,22.99,22.01,22.39,17623800,AAL
2013-12-04,22.38,22.43,21.69,21.87,16670300,AAL
2013-12-05,22.27,22.62,21.45,22.35,30725800,AAL
2013-12-06,22.72,22.88,22.13,22.55,28364700,AAL
2013-12-09,23.95,25.44,23.4501,24.6,43197268,AAL
2013-12-10,24.54,25.17,24.41,24.88,18660625,AAL
2013-12-11,25.44,27.2,25.37,25.99,38843371,AAL
2013-12-12,26.2,26.71,25.45,25.45,19981824,AAL
2013-12-13,25.61,26.3,25.5201,26.23,12192421,AAL
2013-12-16,26.63,26.7658,26.35,26.61,13190945,AAL
2013-12-17,26.47,26.59,25.9501,26.1,11413199,AAL
2013-12-18,25.99,26.23,25.55,26.23,9994162,AAL
2013-12-19,26.09,26.49,25.821,26.12,6916497,AAL
2013-12-20,26.16,26.49,26.14,26.33,8530924,AAL
2013-12-23,26.29,26.49,26.05,26.18,5403084,AAL
2013-12-24,26.0,26.26,26.0,26.25,2652974,AAL
2013-12-26,26.12,26.36,25.975,26.13,4226639,AAL
2013-12-27,25.95,26.1,24.91,24.94,13227018,AAL
2013-12-30,24.87,25.25,24.65,24.78,8841369,AAL
2013-12-31,24.74,25.25,24.63,25.25,7168395,AAL
2014-01-02,25.07,25.82,25.06,25.36,8998943,AAL
2014-01-03,25.75,26.75,25.51,26.54,13836062,AAL
2014-01-06,26.62,27.2,26.6,27.03,11272273,AAL
2014-01-07,27.2,27.3997,26.67,26.905,11288775,AAL
2013-02-08,67.7142,68.4014,66.8928,67.8542,158168416,AAPL
2013-02-11,68.0714,69.2771,67.6071,68.5614,129029425,AAPL
2013-02-12,68.5014,68.9114,66.8205,66.8428,151829363,AAPL
2013-02-13,66.7442,67.6628,66.1742,66.7156,118721995,AAPL
2013-02-14,66.3599,67.3771,66.2885,66.6556,88809154,AAPL
2013-02-15,66.9785,67.1656,65.7028,65.7371,97924631,AAPL
2013-02-19,65.8714,66.1042,64.8356,65.7128,108854046,AAPL
2013-02-20,65.3842,65.3842,64.1142,64.1214,118891367,AAPL
2013-02-21,63.7142,64.1671,63.2599,63.7228,111596821,AAPL
2013-02-22,64.1785,64.5142,63.7999,64.4014,82583823,AAPL
2013-02-25,64.8356,65.0171,63.2242,63.2571,92899597,AAPL
2013-02-26,63.4028,64.5056,62.5228,64.1385,125096657,AAPL
2013-02-27,64.0614,64.6342,62.9499,63.5099,146674682,AAPL
2013-02-28,63.4357,63.9814,63.0571,63.0571,80532382,AAPL
2013-03-01,62.5714,62.5971,61.4257,61.4957,137899041,AAPL
2013-03-04,61.1142,61.1714,59.8571,60.0071,145406366,AAPL
2013-03-05,60.2114,62.1699,60.1071,61.5919,159298020,AAPL
2013-03-06,62.0728,62.1785,60.6328,60.8088,114903180,AAPL
2013-03-07,60.6428,61.7157,60.1514,61.5117,116992841,AAPL
2013-03-08,61.3999,62.2042,61.2299,61.6742,97854442,AAPL
2013-03-11,61.3928,62.7157,60.7342,62.5528,118272126,AAPL
2013-03-12,62.2285,62.6971,61.0814,61.2042,116268341,AAPL
2013-03-13,61.2071,62.0714,60.7657,61.1928,101369051,AAPL
2013-03-14,61.8328,62.0914,61.4928,61.7857,75834906,AAPL
2013-03-15,62.5614,63.4614,62.4642,63.3799,160710606,AAPL
2013-03-18,63.0642,65.3514,63.0285,65.1028,150441144,AAPL
2013-03-19,65.6428,65.8528,64.0714,64.9271,131531708,AAPL
2013-03-20,65.3456,65.3756,64.2271,64.5828,77016849,AAPL
2013-03-21,64.3171,65.4256,64.2999,64.6756,95493524,AAPL
2013-03-22,64.9399,66.0142,64.7299,65.9871,98570591,AAPL
2013-03-25,66.3842,67.1356,65.9685,66.2256,125073165,AAPL
2013-03-26,66.4914,66.5485,65.7899,65.8765,73428208,AAPL
2013-03-27,65.2085,65.2571,64.3899,64.5828,81854409,AAPL
2013-03-28,64.2599,64.5455,63.0885,63.2371,110698007,AAPL
2013-04-01,63.1285,63.3854,61.1057,61.2728,97294421,AAPL
2013-04-02,61.0857,62.5914,60.9142,61.3988,132350022,AAPL
2013-04-03,61.6242,62.4685,61.4728,61.7128,90719482,AAPL
2013-04-04,61.9657,62.1428,60.7499,61.1028,89589332,AAPL
2013-04-05,60.6428,60.7071,59.9542,60.4571,95743088,AAPL
2013-04-08,60.6928,61.0714,60.3557,60.8871,75169647,AAPL
2013-04-09,60.9085,61.2142,60.3928,60.9971,76615504,AAPL
2013-04-10,61.1571,62.4371,60.8585,62.2414,93895844,AAPL
2013-04-11,61.9599,62.5699,61.5999,62.0471,82073628,AAPL
2013-04-12,62.0214,62.0214,61.2985,61.3999,59651011,AAPL
2013-04-15,60.9999,61.1271,59.9357,59.9785,79157071,AAPL
2013-04-16,60.2242,60.9442,60.0814,60.8914,76222076,AAPL
2013-04-17,60.0385,60.0857,56.8728,57.5428,236138966,AAPL
2013-04-18,57.8557,57.9699,55.6774,56.0071,166438048,AAPL
2013-04-19,55.4242,57.0857,55.0142,55.7899,152194413,AAPL
2013-04-22,56.0914,57.4571,55.8964,56.9528,107338322,AAPL
2013-04-23,57.7128,58.3401,56.9728,58.0185,160760747,AAPL
2013-04-24,56.2199,59.3214,56.0714,57.9231,242387530,AAPL
2013-04-25,58.7464,59.1342,58.1428,58.3399,95984896,AAPL
2013-04-26,58.5442,59.8241,58.3214,59.6007,191006032,AAPL
2013-04-29,60.0642,61.9452,59.9999,61.4457,159958876,AAPL
2013-04-30,62.1571,63.6071,61.7242,63.2542,172737600,AAPL
2013-05-01,63.4942,63.5614,62.0557,62.7557,126720237,AAPL
2013-05-02,63.1114,64.0842,62.9471,63.6457,105449078,AAPL
2013-05-03,64.4728,64.7471,64.1642,64.2828,90319201,AAPL
2013-05-06,65.1014,66.0285,64.9014,65.8156,124017747,AAPL
2013-05-07,66.4242,66.5356,64.8142,65.5225,120499960,AAPL
2013-05-08,65.5771,66.4814,65.1156,66.2628,118010781,AAPL
2013-05-09,65.6871,66.1428,65.0828,65.2528,99555337,AAPL
2013-05-10,65.4242,65.6728,64.3542,64.7099,83631828,AAPL
2013-05-13,64.5014,65.4142,64.4999,64.9628,79220953,AAPL
2013-05-14,64.8356,65.0285,63.1642,63.4085,111647130,AAPL
2013-05-15,62.7371,62.9999,60.3371,61.2642,185278968,AAPL
2013-05-16,60.4628,62.5499,59.8428,62.0825,150794546,AAPL
2013-05-17,62.7214,62.8699,61.5728,61.8942,106973181,AAPL
2013-05-20,61.7014,63.6857,61.4428,63.2757,112681030,AAPL
2013-05-21,62.5928,63.6399,62.0285,62.8085,113921367,AAPL
2013-05-22,63.4357,64.0499,62.6028,63.0505,110727309,AAPL
2013-05-23,62.2785,63.7371,62.2557,63.1628,88244695,AAPL
2013-05-24,62.9785,63.6657,62.9085,63.5928,69036716,AAPL
2013-05-28,64.2714,64.4442,62.9785,63.0627,96404189,AAPL
2013-05-29,62.8571,63.9285,62.7714,63.5642,82641944,AAPL
2013-05-30,63.6642,64.9285,63.5014,64.5114,88379522,AAPL
2013-05-31,64.6428,65.2999,64.2142,64.2478,95832240,AAPL
2013-06-03,64.3899,64.6228,63.2114,64.3885,92926932,AAPL
2013-06-04,64.7456,64.9185,63.9128,64.1871,72860221,AAPL
2013-06-05,63.6642,64.3885,63.3871,63.5871,72545760,AAPL
2013-06-06,63.6385,63.8571,62.0071,62.6371,104230322,AAPL
2013-06-07,62.3571,63.3199,61.8242,63.1158,101120551,AAPL
2013-06-10,63.5328,64.1541,62.3999,62.6985,112522179,AAPL
2013-06-11,62.2485,63.2514,61.9028,62.5142,71526560,AAPL
2013-06-12,62.7857,63.0357,61.6428,61.7414,66295887,AAPL
2013-06-13,61.7857,62.4485,61.2499,62.2807,71456693,AAPL
2013-06-14,62.1999,62.3271,61.2142,61.4357,67962419,AAPL
2013-06-17,61.6342,62.2428,61.4802,61.7142,64818670,AAPL
2013-06-18,61.6514,62.1285,61.4585,61.6814,48753768,AAPL
2013-06-19,61.6285,61.6657,60.4285,60.4285,77715057,AAPL
2013-06-20,59.8999,60.8542,59.3099,59.5482,89327210,AAPL
2013-06-21,59.7842,59.9999,58.3,59.0714,120286768,AAPL
2013-06-24,58.1999,58.3799,56.8642,57.5057,120104964,AAPL
2013-06-25,57.9571,58.2557,56.9757,57.5185,78534687,AAPL
2013-06-26,57.6999,57.8271,56.5228,56.8671,91924994,AAPL
2013-06-27,57.0357,57.3414,56.2199,56.2542,84297955,AAPL
2013-06-28,55.9085,57.1814,55.5528,56.6471,144619734,AAPL
2013-07-01,57.5271,58.8957,57.3171,58.4599,97743408,AAPL
2013-07-02,58.5657,60.2328,58.4957,59.7842,117442150,AAPL
2013-07-03,60.1228,60.4257,59.6357,60.1142,60232158,AAPL
2013-07-05,60.0557,60.4699,59.3357,59.6314,68505794,AAPL
2013-07-08,60.0157,60.1428,58.6642,59.2928,74521398,AAPL
2013-07-09,59.0857,60.4999,58.6257,60.3357,88142026,AAPL
2013-07-10,59.9428,60.6857,59.7499,60.1042,70107226,AAPL
2013-07-11,60.4214,61.1785,60.1671,61.0411,81571665,AAPL
2013-07-12,61.0928,61.3985,60.4871,60.9299,69882694,AAPL
2013-07-15,60.7157,61.6371,60.6857,61.0628,60478033,AAPL
2013-07-16,60.9314,61.5299,60.5957,61.4564,54033805,AAPL
2013-07-17,61.3857,61.7457,61.1742,61.4728,49743169,AAPL
2013-07-18,61.9114,62.1242,61.5157,61.6797,54696012,AAPL
2013-07-19,61.8714,61.9971,60.6214,60.7071,67174828,AAPL
2013-07-22,61.3514,61.3928,60.7811,60.9014,51946202,AAPL
2013-07-23,60.8571,60.9942,59.8157,59.8557,91062300,AAPL
2013-07-24,62.7042,63.5128,62.1799,62.9299,147978789,AAPL
2013-07-25,62.9571,63.0571,62.2585,62.6428,57371671,AAPL
2013-07-26,62.1857,63.0057,62.0485,62.9985,50031170,AAPL
2013-07-29,62.9714,64.2842,62.8857,63.9699,62021344,AAPL
2013-07-30,64.2799,65.3071,64.1757,64.7599,77257432,AAPL
2013-07-31,64.9985,65.3346,64.2042,64.6471,80637830,AAPL
2013-08-01,65.1075,65.2571,64.7514,65.2394,51461179,AAPL
2013-08-02,65.4299,66.1214,65.2371,66.0771,68467077,AAPL
2013-08-05,66.3842,67.2385,66.0214,67.0642,79589930,AAPL
2013-08-06,66.8599,67.4128,66.0242,66.4642,83715443,AAPL
2013-08-07,66.2571,66.7142,65.9671,66.4256,74663176,AAPL
2013-08-08,66.2649,66.2999,65.4214,65.8585,63946841,AAPL
2013-08-09,65.5199,65.7799,64.8071,64.9214,66772986,AAPL
2013-08-12,65.2656,66.9499,65.2328,66.7656,91008477,AAPL
2013-08-13,67.2771,70.6656,66.8642,69.9385,219634975,AAPL
2013-08-14,71.1256,72.0356,70.4856,71.2142,188602792,AAPL
2013-08-15,70.9171,71.7712,69.869,71.1299,122441893,AAPL
2013-08-16,71.4499,71.8485,71.2656,71.7614,90461889,AAPL
2013-08-19,72.0485,73.3914,71.9999,72.5342,127478547,AAPL
2013-08-20,72.8156,72.9385,71.5456,71.5814,89531771,AAPL
2013-08-21,71.9414,72.4499,71.5999,71.7656,83809726,AAPL
2013-08-22,72.1399,72.2271,71.1714,71.8514,60877852,AAPL
2013-08-23,71.8956,71.9071,71.3356,71.5742,55587686,AAPL
2013-08-26,71.5356,72.8856,71.4999,71.8528,82398085,AAPL
2013-08-27,71.1428,71.7871,69.4714,69.7985,105930335,AAPL
2013-08-28,69.4285,70.8285,69.4285,70.1279,76793066,AAPL
2013-08-29,70.2356,70.9285,70.1614,70.2428,59807748,AAPL
2013-08-30,70.2856,70.4214,69.4999,69.6022,68078395,AAPL
2013-09-03,70.4428,71.5142,69.6214,69.7971,83000148,AAPL
2013-09-04,71.3656,71.7485,70.8971,71.2415,86049453,AAPL
2013-09-05,71.4642,71.5256,70.5199,70.7528,58913211,AAPL
2013-09-06,71.2056,71.3399,69.9928,71.1742,89551595,AAPL
2013-09-09,72.1428,72.5599,71.9256,72.3099,84887432,AAPL
2013-09-10,72.3142,72.4928,69.9285,70.6628,185494435,AAPL
2013-09-11,66.7157,67.6699,66.4014,66.8156,224250866,AAPL
2013-09-12,66.9285,67.9142,66.5728,67.5271,100874816,AAPL
2013-09-13,67.0485,67.4041,66.3856,66.4142,74578903,AAPL
2013-09-16,65.8571,65.9442,63.8885,64.3028,136823442,AAPL
2013-09-17,63.9942,65.6728,63.9285,65.0456,99756489,AAPL
2013-09-18,66.1685,66.6214,65.8085,66.3828,113743049,AAPL
2013-09-19,67.2428,67.9756,67.0356,67.4714,100918377,AAPL
2013-09-20,68.2856,68.3642,66.5714,66.7728,174570949,AAPL
2013-09-23,70.8714,70.9871,68.9428,70.0914,190021706,AAPL
2013-09-24,70.6971,70.7814,69.6885,69.8714,90602953,AAPL
2013-09-25,69.8856,69.9485,68.7757,68.7899,79110192,AAPL
2013-09-26,69.4285,69.7942,69.1285,69.4599,59086559,AAPL
2013-09-27,69.1114,69.2385,68.6742,68.9642,56816676,AAPL
2013-09-30,68.1785,68.8085,67.7729,68.1071,64852879,AAPL
2013-10-01,68.3499,69.8771,68.3401,69.7085,88255013,AAPL
2013-10-02,69.3756,70.2571,69.1071,69.9371,71849680,AAPL
2013-10-03,70.0728,70.3356,68.6769,69.0585,80629248,AAPL
2013-10-04,69.1228,69.2285,68.3714,69.0042,64673329,AAPL
2013-10-07,69.5085,70.3785,69.3356,69.6785,77919884,AAPL
2013-10-08,69.9914,70.0914,68.6485,68.7056,72418815,AAPL
2013-10-09,69.2342,69.6842,68.3256,69.5125,75311488,AAPL
2013-10-10,70.1885,70.3399,69.5771,69.9482,69650490,AAPL
2013-10-11,69.5699,70.5485,69.3085,70.4016,66934938,AAPL
2013-10-14,69.9756,71.0828,69.9071,70.8628,65474542,AAPL
2013-10-15,71.0721,71.7142,70.7885,71.2399,80018603,AAPL
2013-10-16,71.5414,71.7899,71.3185,71.5876,62775013,AAPL
2013-10-17,71.4256,72.1114,71.3828,72.0714,63398335,AAPL
2013-10-18,72.2842,72.7514,72.2442,72.6985,72635570,AAPL
2013-10-21,73.1099,74.8999,73.0742,74.4802,99526945,AAPL
2013-10-22,75.2006,75.4927,72.5756,74.2667,133515753,AAPL
2013-10-23,74.1428,75.0956,74.1428,74.9942,78431122,AAPL
2013-10-24,74.9999,76.0671,74.6356,75.9871,96191095,AAPL
2013-10-25,75.9021,76.1756,75.0156,75.1368,84448133,AAPL
2013-10-28,75.5771,75.8571,74.7442,75.6965,137610123,AAPL
2013-10-29,76.6099,77.0356,73.5056,73.8111,158952115,AAPL
2013-10-30,74.2299,75.3599,73.8599,74.9851,88540697,AAPL
2013-10-31,74.9999,75.3556,74.4671,74.6716,68923785,AAPL
2013-11-01,74.8599,74.9714,73.6914,74.2899,68722304,AAPL
2013-11-04,74.4428,75.2599,74.1156,75.2499,61157033,AAPL
2013-11-05,74.9399,75.5549,74.7142,75.0641,66368071,AAPL
2013-11-06,74.8785,74.9799,74.0285,74.4171,55844152,AAPL
